title,organization,course_certificate_type,course_duration,ratings,reviews_count,level,course_url,students_count,course_skills,course_summary,description,platform,course_img,paid
Teach English Now! Capstone Project 2,Arizona State University,Course,1 - 3 Months,4.9,945,Beginner,https://www.coursera.org/learn/teaching-english-capstone-2,"19,057",[],[],"In the final Capstone Project, you will apply the skills you learned by doing practice teaching.  You will build on your assignments from the previous courses to refine your lesson plans and video-tape yourself presenting the lesson.  You will submit a total of ten videos.  If you have completed Teach English Now! Part 1 and Teach English Now! Part 2, you will submit your work for expert review to receive your ASU 150-hour TESOL Certificate from ASU, in addition to your Coursera certificates.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/be/bf4290646811e5b6de89a29eb8ebc3/ASUlogo.png,Yes
Teach English Now! Foundational Principles,Arizona State University,Course,1 - 3 Months,4.9,13.8k,Mixed,https://www.coursera.org/learn/english-principles,"206,655",[],"['Understand ways to motivate and properly engage students', 'Maintain control of a classroom and avoid teacher burnout', 'Describe the distinction between learning and acquisition', 'Use technology to your advantage in the classroom']","Through a series of engaging metaphors and stories, prospective and current EFL/ESL teachers will identify, summarize, and evaluate 7 basic language learning paradigms.  Learners will be presented information on such foundational principles as motivation, risk taking, two different modes of learning, and balancing the teacher profession.  Learners are also given an understanding of basic techniques founded on those principles, such as teacher talk, looking “ridiculous” in order to lower the affective filter, and networking.   With these foundational principles in mind, ESL/EFL teachers will scrutinize common assumptions about language learning by comparing how they stack up to research-based core principles.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/be/bf4290646811e5b6de89a29eb8ebc3/ASUlogo.png,Yes
Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,Course,1 - 4 Weeks,4.7,3.2k,Beginner,https://www.coursera.org/learn/teamwork-skills-effective-communication,"197,721",[],"['Recognize how hidden forces of context, systems, institutions, and interactions design affect group interaction', 'Develop decision making practices in order to become more creative and innovative', 'Learn how to communicate to resolve or diffuse group conflicts', 'Make better decisions about using technology for group work based on key practical and conceptual considerations']","Recently revised and updated!  Effective teamwork and group communication are essential for your professional and personal success.  In this course you will learn to: make better decisions, be more creative and innovative, manage conflict and work with difficult group members, negotiate for preferred outcomes, improve group communication in virtual environments, develop a better overall understanding of human interaction, and work more effectively as a team.  Our goal is to help you understand these important dynamics of group communication and learn how to put them into practice to improve your overall teamwork.
",Coursera,https://www.dimensions.ai/wp-content/uploads/2021/03/University_of_Colorado_Boulder_logo.jpeg,Yes
Technical Support Fundamentals,Google,Course,1 - 3 Months,4.8,144.6k,Beginner,https://www.coursera.org/learn/technical-support-fundamentals,"1,607,973","['Binary Code', 'Customer Support', 'Linux', 'Troubleshooting']",[],"This course is the first of a series that aims to prepare you for a role as an entry-level IT Support Specialist. In this course, you’ll be introduced to the world of Information Technology, or IT. You’ll learn about the different facets of Information Technology, like computer hardware, the Internet, computer software, troubleshooting, and customer service. This course covers a wide variety of topics in IT that are designed to give you an overview of what’s to come in this certificate program.
By the end of this course, you’ll be able to:
● understand how the binary system works
● assemble a computer from scratch
● choose and install an operating system on a computer
● understand what the Internet is, how it works, and the impact it has in the modern world
● learn how applications are created and how they work under the hood of a computer
● utilize common problem-solving methodologies and soft skills in an Information Technology setting
",Coursera,https://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png,Yes
TensorFlow: Advanced Techniques,DeepLearning.AI,Specialization,3 - 6 Months,4.8,1.4k,Intermediate,https://www.coursera.org/specializations/tensorflow-advanced-techniques,"25,526","['Functional API', 'Custom Layers', 'Custom and Exotic Models with Functional API', 'Custom Loss Functions', 'Distribution Strategies', 'Custom Training Loops', 'Basic Tensor Functionality', 'GradientTape for Optimization', 'Salience', 'Image Segmentation', 'Model Interpretability', 'Class Activation Maps', 'TensorFlow Object Detection API', 'Variational AutoEncoders', 'Auto Encoders', 'Generative Adversarial Networks', 'Neural Style Transfer']","['Understand the underlying basis of the Functional API and build exotic non-sequential model types, custom loss functions, and layers.', 'Learn optimization and how to use GradientTape & Autograph, optimize training in different environments with multiple processors and chip types.', 'Practice object detection, image segmentation, and visual interpretation of convolutions.', 'Explore generative deep learning, and how AIs can create new content, from Style Transfer through Auto Encoding and VAEs to GANs.']","TensorFlow is an end-to-end open-source platform for machine learning. It has a comprehensive, flexible ecosystem of tools, libraries, and community resources that lets researchers push the state-of-the-art in ML, and developers easily build and deploy ML-powered applications. TensorFlow is commonly used for machine learning applications such as voice recognition and detection, Google Translate, image recognition, and natural language processing.
Expand your knowledge of the Functional API and build exotic non-sequential model types. Learn how to optimize training in different environments with multiple processors and chip types and get introduced to advanced computer vision scenarios such as object detection, image segmentation, and interpreting convolutions. Explore generative deep learning including the ways AIs can create new content from Style Transfer to Auto Encoding, VAEs, and GANs.
This Specialization is for software and machine learning engineers with a foundational understanding of TensorFlow who are looking to expand their knowledge and skill set by learning advanced TensorFlow features to build powerful models. 

Looking for a place to start? Master foundational basics with the DeepLearning.AI TensorFlow Developer Professional CertificateOpens in a new tab. 
Ready to deploy your models to the world? Learn how to go live with the TensorFlow: Data and Deployment SpecializationOpens in a new tab.
Applied Learning Project
In this Specialization, you will gain practical knowledge of and hands-on training in advanced TensorFlow techniques such as style transfer, object detection, and generative machine learning.
Course 1: Understand the underlying basis of the Functional API and build exotic non-sequential model types, custom loss functions, and layers. 
Course 2: Learn how optimization works and how to use GradientTape and Autograph. Optimize training in different environments with multiple processors and chip types.
Course 3: Practice object detection, image segmentation, and visual interpretation of convolutions.
Course 4: Explore generative deep learning and how AIs can create new content, from Style Transfer through Auto Encoding and VAEs to Generative Adversarial Networks.
",Coursera,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125559383%2F317212851579%2F1%2Foriginal.20210208-232017?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2246%2C2246&s=40aa0fb13fe40ce86241ae7b8fc8caea,Yes
TensorFlow: Data and Deployment,DeepLearning.AI,Specialization,3 - 6 Months,4.6,1.3k,Intermediate,https://www.coursera.org/specializations/tensorflow-data-and-deployment,"32,677","['Convolutional Neural Network', 'Machine Learning', 'Tensorflow', 'Object Detection', 'TensorFlow.js', 'TensorFlow Lite', 'Mathematical Optimization', 'Machine Learning', 'Tensorflow', 'Object Detection', 'Artificial Neural Network', 'Tensorflow', 'Extraction, Transformation And Loading (ETL)', 'Data Pipelines', 'TensorFlow Datasets', 'TensorFlow Serving', 'Machine Learning', 'federated learning', 'TensorFlow Hub', 'TensorBoard']","['Run models in your browser using TensorFlow.js', 'Prepare and deploy models on mobile devices using TensorFlow Lite', 'Access, organize, and process training data more easily using TensorFlow Data Services', 'Explore four advanced deployment scenarios using TensorFlow Serving, TensorFlow Hub, and TensorBoard']","Continue developing your skills in TensorFlow as you learn to navigate through a wide range of deployment scenarios and discover new ways to use data more effectively when training your machine learning models.
In this four-course Specialization, you’ll learn how to get your machine learning models into the hands of real people on all kinds of devices. Start by understanding how to train and run machine learning models in browsers and in mobile applications. Learn how to leverage built-in datasets with just a few lines of code, learn about data pipelines with TensorFlow data services, use APIs to control data splitting, process all types of unstructured data, and retrain deployed models with user data while maintaining data privacy.  Apply your knowledge in various deployment scenarios and get introduced to TensorFlow Serving, TensorFlow, Hub, TensorBoard, and more. 
Industries all around the world are adopting Artificial Intelligence. This Specialization from Laurence Moroney and Andrew Ng will help you develop and deploy machine learning models across any device or platform faster and more accurately than ever.

Looking for a place to start? Master the foundational basics of TensorFlow with the DeepLearning.AI TensorFlow Developer Professional CertificateOpens in a new tab. 
Looking to customize and build powerful real-world models for complex scenarios? Check out the TensorFlow: Advanced Techniques SpecializationOpens in a new tab. 
Applied Learning Project
In the TensorFlow: Data and Deployment Specialization, you will learn to apply your knowledge in various deployment scenarios and get introduced to TensorFlow Serving, TensorFlow, Hub, TensorBoard, and more, implementing projects you can add to your portfolio and show in interviews. 
",Coursera,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F125559383%2F317212851579%2F1%2Foriginal.20210208-232017?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2246%2C2246&s=40aa0fb13fe40ce86241ae7b8fc8caea,Yes
Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,Course,1 - 3 Months,4.8,3.1k,Beginner,https://www.coursera.org/learn/terrorism,"118,260",[],"['How to define terrorism and correct wrong assumptions', 'What can be done to limit the impact of terrorism?', 'What are the current developments in Terrorism Studies?']","Delve into the research behind terrorism as you unpack the assumptions and impacts of both terrorism and counterterrorism.
Terrorism has arguably been one of the defining factors of our age. It frequently makes headlines, threatening or attacking governments, private businesses, and ordinary citizens. In many parts of the world, it has been one of the most important threats to peace, security, and stability – but what does this mean exactly? 

On this six-week course from Leiden University, you’ll explore the essence of terrorism and discover why it is so difficult to define. Unpacking its history and the theory of the waves of terrorism, you’ll analyse both the theoretical approaches and practical applications of terrorism and counterterrorism in the real world.

There are many assumptions that cloud the subjects of terrorism and counterterrorism. These myths are often created and intensified by individual bias, the government, and the media. On this course, you’ll discover different assumptions about terrorist identities and motivations, as well as the efficiencies of various counterterrorism efforts. You’ll then compare this with academic research to investigate the truth behind these assumptions.

In your exploration of the impact of terrorism, you’ll delve into the culture of fear created by terrorism, as well as the success of counterterrorism policies to limit and manage its impact on society.  In the final stage of this course, you’ll reflect on trends and developments in terrorism and counterterrorism. You’ll assess current academic research as well as what could be studied in the future to help.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/99/be375da761419aa65929074c4fe213/logo-Universiteit-leiden-resized.png,Yes
The Art of Visual Storytelling,University of Colorado Boulder,Specialization,3 - 6 Months,4.6,26,Beginner,https://www.coursera.org/specializations/the-art-of-visual-storytelling,"3,620","['scripting', 'visual storytelling', 'Graphics', 'Videography', 'Editing', 'Video Editing', 'Linear Editing', 'Video Production', 'video pre-production', 'Framing', 'Video Production', 'Storytelling', 'video', 'Video Post-Production', 'Video Editing', 'Video Production', 'Editing']","['Create a proposal for a video project that includes specific elements of production.', 'Understand visual storytelling structure.', 'Shoot video that meets standards of sequencing, composition, focus and exposure.', 'Edit footage with matching action, seamless cuts, and properly mixed audio.']","The ability to shoot and edit video is rapidly becoming a sought after skill. Many businesses seek people who can bring more than just a single skill to the table, and video creation can be a key one. In this hands-on specialization, you will do more than just understand the concept of creating a professional video, you will actually produce one for your portfolio!  
 Component courses are broken down into the Stages of Video Production: Pre-Production, Production, and Post-Production. In Pre-Production, you will learn how to generate ideas, write proposals, scripts, and draw storyboards. In Production, lessons include basic camera functions, composition, depth of field, getting the exposure right, and shooting for the edit. You will also learn how to light and frame an on-camera interview and how to record professional audio. In Post-Production, you learn editing basics using non-linear editing programs like Adobe Premiere, how to create aesthetic graphics, and how to avoid copyright issues.  
 Among those who would benefit from this course are teachers producing video content for their students, real estate agents using video to showcase homes for sale, small-business owners/entrepreneurs generating video for a website, non-profit staff creating video for fund-raising efforts, and amateur vloggers looking to produce more professional content.
Applied Learning Project
There are quizzes, discussion posts, and peer-review assignments throughout the three courses. In the final course, learners will do more than just understand the concept of creating a professional video, they will actually produce one for their portfolio! 
",Coursera,https://www.dimensions.ai/wp-content/uploads/2021/03/University_of_Colorado_Boulder_logo.jpeg,Yes
The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,Course,1 - 3 Months,4.5,1.6k,Beginner,https://www.coursera.org/learn/human-needs,"205,148",[],[],"This course provides an introduction to:
1. Basic concepts of The Strategies and Skills Learning and Development System (SSLD), their relevance for every day relationships and provide advanced concepts for  participants who work in fields of social work and health care .
2. Basic practice principles and methods of SSLD, illustrated by relationship management case studies.
3. The SSLD framework for relationship management assessment; N3C (needs, circumstances, characteristics, capacity) and problem translation.
4. Core competencies in the relationship management application of the SSLD system: Observation learning, simulation, real life implementation, review and monitoring.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/04/1df8943d27a485a986a3ebf10c83d9/UofT-Crest-Square.png,Yes
The Bits and Bytes of Computer Networking,Google,Course,1 - 3 Months,4.7,46k,Beginner,https://www.coursera.org/learn/computer-networking,"678,453",[],[],"This course is designed to provide a full overview of computer networking. We’ll cover everything from the fundamentals of modern networking technologies and protocols to an overview of the cloud to practical applications and network troubleshooting. 
By the end of this course, you’ll be able to:
● describe computer networks in terms of a five-layer model
● understand all of the standard protocols involved with TCP/IP communications
● grasp powerful network troubleshooting tools and techniques
● learn network services like DNS and DHCP that help make computer networks run
● understand cloud computing, everything as a service, and cloud storage
",Coursera,https://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png,Yes
The Business of Health Care,University of Pennsylvania,Specialization,3 - 6 Months,4.6,1.7k,Beginner,https://www.coursera.org/specializations/healthcare-administration-management,"18,057",[],[],"This Specialization was designed to help you keep pace with the rapidly changing world of health and health  care. Through partnership with Wharton and Penn Medicine, you’ll learn from experts in business acumen, health care management, and health care policy  to develop the skills you’ll need to successfully navigate the quickly evolving landscape of this fast-growing field.* By the end of this specialization, you will have a strong foundational understanding of the American health care system, along with the basic financial and management skills to make better, well-informed decisions that improve the cost and quality of the health care you or your enterprise provides.
*The employment of medical and health services managers is projected to grow 17% from 2014 to 2024, significantly faster than the average for all occupations.
Source: Bureau of Labor Statistics, US Department of Labor. “Occupational Outlook handbook 2016-17 Edition. Medical and Health Services Managers.”

Applied Learning Project
Learners will have the opportunity to see the application of key concepts covered in the Specialization to real-world health care challenges using case studies and financial statements from health care initiatives. By the end of the Specialization, learners will be able to apply management and financial skills to their own practice by maximizing cost and efficiency of insurance and healthcare operations.  
",Coursera,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/UPenn_shield_with_banner.svg/1200px-UPenn_shield_with_banner.svg.png,Yes
The Business of Music Production,Berklee,Specialization,3 - 6 Months,4.8,4.9k,Beginner,https://www.coursera.org/specializations/business-music-production,"9,114","['Music business', 'Revenue streams', 'Teambuilding', 'Copyright', 'Contracts', 'Audio Production', 'Music', 'Music production', 'Songwriting', 'Music recording', 'Create music legally', 'Read Legal Documents', 'Leverage the copyright law to your advantage', 'Write a co-writing agreement', 'Music', 'Music production', 'MIDI', 'Pro Tools', 'Music recording']","['The structure of the recording music industry and to read and interpret recording contracts', 'How to earn money with your recorded music by leveraging copyright law', 'Cast a clear vision for a recording project and how to use the right tools to achieve your vision', 'How to record, edit, and mix a production using the industry standard digital audio workstation, Pro Tools']","In the current music industry, it is crucial that artists and producers are armed with a clear understanding of how the business works. To be successful in this business, you must have equal parts musical artistry and business savvy. In this specialization, you’ll learn about the various roles in the music industry, how to read and decipher a recording contract, and how to protect your assets in the United States under US copyright law. You’ll also learn how to launch your career as a producer, how to establish a vision and intention for the music you want to produce, and how to record music using the most popular industry standard digital audio workstation (DAW), ProTools. 
Applied Learning Project
In this specialization, you will analyze case studies of real music industry scenarios. You’ll also create a professional level recording project. You will produce, record, mix, and master either your own or another artist’s original music using the industry standard digital audio workstation, Pro Tools.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/33/e428228bb140e69ae9313e7c295cb4/berklee_coursera_design_assets_logo_4.png,Yes
The DIY Musician,Berklee,Specialization,3 - 6 Months,4.7,3.4k,Beginner,https://www.coursera.org/specializations/diy-musician,"18,102","['Strategy', 'Entrepreneurship', 'Planning', 'Brand Management', 'Communication', 'Leadership and Management', 'Marketing', 'Social Media', 'Strategy and Operations', 'Music', 'Music recording', 'Poetry', 'Songwriting', 'Audio Production', 'Music', 'Music production', 'Songwriting', 'Music recording', 'Music', 'Music production', 'MIDI', 'Pro Tools', 'Music recording', 'Music business', 'Marketing', 'Crowdfunding', 'Social Media', 'Networking']","['Tools and techniques to write more compelling songs.', 'Develop your identity and vision as an artist.', 'Use ProTools to record and produce your original music.', 'Strategies to plan, launch, and manage a successful crowdfunding campaign.']","With social media platforms and powerful recording technology at your fingertips, it’s easier now than ever before to create music and share it with your fans. But where do you begin and how do you get started? This specialization will take you through the process of writing, recording, and producing your own music in order to gain the practical skills you need to record music within ProTools, which is the industry standard Digital Audio Workstation. You’ll also work to develop an artist identity, vision, and brand for your music and learn how to run a successful crowdfunding campaign to fund your music career. 
Applied Learning Project
You will write, record, and produce an original song using real instruments, MIDI, and effects such as equalization, compression, and reverb. You will also create a short business plan that will outline your web presence, potential brand partnerships, and a crowdfunding campaign.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/33/e428228bb140e69ae9313e7c295cb4/berklee_coursera_design_assets_logo_4.png,Yes
The Digital Marketing Revolution,University of Illinois at Urbana-Champaign,Course,1 - 4 Weeks,4.7,1.5k,Beginner,https://www.coursera.org/learn/digital-marketing-revolution,"82,030",[],[],"The Digital Revolution is dramatically altered the way many products are created, promoted, distributed, and consumed. Before the advent of new digital technologies such as the Internet, personal computer and smartphone, marketing was largely an Analog (i.e., physical) activity. Today, many marketing activities such as how products are promoted are increasingly Digital in nature. However, we still live in an Analog (or physical) World. For example, even today, most sales are still conducted in physical stores. Thus, both marketers and consumers must simultaneously navigate both the Analog and Digital worlds on a daily basis. This course examines both the Analog and the Digital and how these two forces relate to one another within the Digital Marketing Revolution.
This course will begin with an exploration of the key differences between the Analog and the Digital and then examine four ways in which the Analog World has been affected by the Digital Revolution: Domination, Resistance, Synergy, and Transformation. This course will contain several examples of each of these concepts and explore their implications for both marketers and consumers. This course will also employ a variety of learning techniques, including video lectures, case studies, hands-on exercises, and interviews with leading marketing scholars. The learning approach will be highly interactive; you will have the opportunity to engage in a variety of hands-on activities and be a member of a rich learning community. I hope you will join us in this learning adventure.

Upon successful completion of this course, you will be able to:
-Understand the key differences between Analog and Digital and the implications of these differences for marketing.
-Understand the four ways in which the Analog is being affected by the Digital Revolution.
-Develop and apply critical thinking skills regarding the role of both the Analog and the Digital upon both firms and consumers.
-Learn several real-world examples of various strategies for successful marketing of Analog products and services in an increasingly Digital world.

This course is part of Gies College of Business’ suite of online programs, including the iMBA and iMSM. Learn more about admission into these programs and explore how your Coursera work can be leveraged if accepted into a degree program at https://degrees.giesbusiness.illinois.edu/idegrees/.
",Coursera,https://marketing.illinois.edu/wp-content/uploads/2021/09/logo-internal-collaboration-1024x423.png,Yes
The Fundamentals of Personal Finance,SoFi,Specialization,3 - 6 Months,4.6,211,Beginner,https://www.coursera.org/specializations/personal-finance-fundamentals,"8,809","['saving money', 'setting financial goals', 'paying for college', 'planning for retirement', 'retirement savings', 'Estate Planning', 'Risk Management', 'Life Insurance', 'Health Insurance', 'Insurance', 'Refinancing', 'Personal Finance', 'Credit Card Debt', 'Money Management', 'Mortgage', 'Investment Fees', 'Diversification', 'Active vs. Passive Investing', 'Risk Aversion', 'Investment', 'Financial Planning (Business)', 'Credit Score', 'Taxes', 'goal setting', 'Budget']",[],"

This Specialization is intended for anyone looking to take control of their finances. Through these five courses, you will cover a variety of personal finance topics, including budgets, investing, and managing risk. The readings, videos, and activities will prepare you to understand the current state of your money, as well as take actions to work toward your financial goals. This specialization is geared towards learners in the United States of America.
Applied Learning Project
In each course, learners will get to apply the skills they are reading and hearing about through activity worksheets that allow them to apply the personal finance concepts towards their own money situation - including a budget, financial goals, and strategy. 
",Coursera,https://coursera-university-assets.s3.amazonaws.com/cc/bd3e62f1654bcba14ae6fd1afafdae/SoFi_vert_RGB_Turquoise_CircleR_Upward.png,Yes
The Manager's Toolkit: A Practical Guide to Managing People at Work,University of London,Course,1 - 3 Months,4.7,3.5k,Mixed,https://www.coursera.org/learn/people-management,"146,259",[],[],"The aim of this course is to give you a practical guide to managing people at work. It does not matter whether you are a first time manager in a shop or a middle manager in an office environment; the same skills apply to every work place. In the course you will engage with some HR theories and then see how they translate into every day working life. 
At the end of the course we hope you will be better equipped to choose a suitable employee, to motivate and appraise your team, to manage conflict in the work place and to lead and make decision on a day to day basis.
",Coursera,https://coursera-university-assets.s3.amazonaws.com/fb/b28a301e0211e8a40e23e4176c8e4a/UoL-Logo_180x180.png,Yes
The Materiality of ESG Factors,University of Pennsylvania,Specialization,3 - 6 Months,4.7,833,Beginner,https://www.coursera.org/specializations/materiality-esg-factors,"13,004","['ESG', 'Investment', 'Climate Change', 'Finance', 'social activism']",[],"This specialization will provide learners with the fundamentals and history of ESG investing, and a close examination of the set of investment approaches that are informed by environmental, social and, governance factors. You'll about the five pathways of materiality, and how those interplay with or against ESG performance. You'll review the concepts of positive and negative screening and identify the ESG factors that cause investors to divest from or negatively screen certain assets. 
Next, you'll review private environmental governance, the active role that private companies are playing in combating climate change, and the parallels between the public and private sectors. Lastly, you'll evaluate the effectiveness of corporate authenticity and the impacts of politics when building corporate ESG policy, and the importance of creating independent Directors to maintain neutrality and protect stakeholder interests. 
By the end of this specialization, you will know the best practices for creating a solid risk management plan, analyzed the complex indexing and measurement techniques employed in the ESG space, examined climate disclosures and implementation of climate solutions, and how social activism affects the corporate world in the 21st century. 
Applied Learning Project
Each course module in this Specialization culminates in an assessment. These assessments are designed to check learners' knowledge and to provide an opportunity for learners to apply course concepts such as investment analytics, indexing tools, and critical analysis of ESG policies, activism, and greenwashing.
The assessments will be cumulative and cover the fundamentals of ESG investing, public and private governance, and sustainability factors that will allow you to build a diverse and risk-resilient ESG portfolio.
",Coursera,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/UPenn_shield_with_banner.svg/1200px-UPenn_shield_with_banner.svg.png,Yes
"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,Course,1 - 3 Months,4.8,2.8k,Beginner,https://www.coursera.org/learn/modern-world,"193,635",[],[],"This is a survey of modern history from a global perspective. Part One begins with the political and economic revolutions of the late 1700s and tracks the transformation of the world during the 1800s.  Part One concludes as these bewildering changes seem to be running beyond the capacity of older institutions to handle them.  Throughout the course we try to grasp what is happening and ask:  Why?  And the answers often turn on very human choices.
",Coursera,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS33FX7esRId-RDXydaw-7_o_QpvKesugCBJw&usqp=CAU,Yes
The Nuts and Bolts of Machine Learning,Google,Course,1 - 3 Months,4.8,133,Advanced,https://www.coursera.org/learn/the-nuts-and-bolts-of-machine-learning,"16,435","['Predictive Modelling', 'Machine Learning', 'Python Programming', 'Stack Overflow', 'Effective Communication']","['Identify characteristics of the different types of machine learning ', 'Prepare data for machine learning models\xa0', 'Build and evaluate supervised and unsupervised learning models using Python', 'Demonstrate proper model and metric selection for a machine learning algorithm']","This is the sixth of seven courses in the Google Advanced Data Analytics Certificate. In this course, you’ll learn about machine learning, which uses algorithms and statistics to teach computer systems to discover patterns in data. Data professionals use machine learning to help analyze large amounts of data, solve complex problems, and make accurate predictions. You’ll focus on the two main types of machine learning: supervised and unsupervised. You'll learn how to apply different machine learning models to business problems and become familiar with specific models such as Naive Bayes, decision tree, random forest, and more.  
Google employees who currently work in the field will guide you through this course by providing hands-on activities that simulate relevant tasks, sharing examples from their day-to-day work, and helping you enhance your data analytics skills to prepare for your career. 

Learners who complete the seven courses in this program will have the skills needed to apply for data science and advanced data analytics jobs. This certificate assumes prior knowledge of foundational analytical principles, skills, and tools covered in the Google Data Analytics Certificate.  

By the end of this course, you will:
-Apply feature engineering techniques using Python
-Construct a Naive Bayes model
-Describe how unsupervised learning differs from supervised learning
-Code a K-means algorithm in Python 
-Evaluate and optimize the results of K-means model
-Explore decision tree models, how they work, and their advantages over other types of supervised machine learning
-Characterize bagging in machine learning, specifically for random forest models 
-Distinguish boosting in machine learning, specifically for XGBoost models 
-Explain tuning model parameters and how they affect performance and evaluation metrics
",Coursera,https://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png,Yes
The Path to Insights: Data Models and Pipelines,Google,Course,1 - 4 Weeks,4.7,232,Advanced,https://www.coursera.org/learn/the-path-to-insights-data-models-and-pipelines,"17,312","['Data Management', 'Google Dataflow/Google BigQuery', 'Extraction, Transformation And Loading (ETL)', 'Database Optimization', 'Data transformation']","['Build data models that answer business questions\xa0', 'Apply the ETL process to workplace scenarios', 'Explore ETL tools', 'Construct a pipeline to deliver necessary data']","This is the second of three courses in the Google Business Intelligence Certificate. In this course, you'll explore data modeling and how databases are designed. Then you’ll learn about extract, transform, load (ETL) processes that extract data from source systems, transform it into formats that enable analysis, and drive business processes and goals.
Google employees who currently work in BI will guide you through this course by providing hands-on activities that simulate job tasks, sharing examples from their day-to-day work, and helping you build business intelligence skills to prepare for a career in the field. 

Learners who complete the three courses in this certificate program will have the skills needed to apply for business intelligence jobs. This certificate program assumes prior knowledge of foundational analytical principles, skills, and tools covered in the Google Data Analytics Certificate.   

By the end of this course, you will:
-Determine which data models are appropriate for different business requirements
-Describe the difference between creating and interacting with a data model
-Create data models to address different types of questions 
-Explain the parts of the extract, transform, load (ETL) process and tools used in ETL
-Understand extraction processes and tools for different data storage systems
-Design an ETL process that meets organizational and stakeholder needs 
-Design data pipelines to automate BI processes
",Coursera,https://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png,Yes
The Power of Statistics,Google,Course,1 - 3 Months,4.8,251,Advanced,https://www.coursera.org/learn/the-power-of-statistics,"21,157",[],"['Explore and summarize a dataset ', 'Use probability distributions to model data', 'Conduct a hypothesis test to identify insights about data', 'Perform statistical analyses using Python\xa0']","This is the fourth of seven courses in the Google Advanced Data Analytics Certificate. In this course, you’ll discover how data professionals use statistics to analyze data and gain important insights. You'll explore key concepts such as descriptive and inferential statistics, probability, sampling, confidence intervals, and hypothesis testing. You'll also learn how to use Python for statistical analysis and practice communicating your findings like a data professional. 
Google employees who currently work in the field will guide you through this course by providing hands-on activities that simulate relevant tasks, sharing examples from their day-to-day work, and helping you enhance your data analytics skills to prepare for your career. 

Learners who complete the seven courses in this program will have the skills needed to apply for data science and advanced data analytics jobs. This certificate assumes prior knowledge of foundational analytical principles, skills, and tools covered in the Google Data Analytics Certificate.   

By the end of this course, you will:
-Describe the use of statistics in data science 
-Use descriptive statistics to summarize and explore data
-Calculate probability using basic rules
-Model data with probability distributions
-Describe the applications of different sampling methods 
-Calculate sampling distributions 
-Construct and interpret confidence intervals
-Conduct hypothesis tests
",Coursera,https://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png,Yes
The Pronunciation of American English,"University of California, Irvine",Specialization,3 - 6 Months,4.8,947,Beginner,https://www.coursera.org/specializations/american-english-pronunciation,"36,040","['English Language', 'Pronunciation']",[],"This specialization is intended for anyone who wants to achieve clearer, more understandable pronunciation of American English to help them communicate more easily and effectively. Through these four courses, you will learn about and practice consonant and vowel sounds, along with aspects of the “music” of English, including word stress, intonation, and connected speech. Clearer pronunciation leads to success in business, education, or any field where English is required.  
Applied Learning Project
Learners will improve their pronunciation by practicing realistic dialogues and other interactive exercises. They will put their new knowledge and skills to use by analyzing a passage of authentic spoken English and preparing and recording a reflection on their own learning, with the aim of improving their ability to be understood and also to understand others in real-life oral communication.  
",Coursera,https://gradschoolshopper.com/media/cache/logo_share/custom/domain_1/image_files/81_photo_402.png,Yes
The Science of Well-Being,Yale University,Course,1 - 3 Months,4.9,36.7k,Mixed,https://www.coursera.org/learn/the-science-of-well-being,"4,584,160",[],[],"NEW TEEN VERSION AVAILABLE HERE: https://www.coursera.org/learn/the-science-of-well-being-for-teens
In this course you will engage in a series of challenges designed to increase your own happiness and build more productive habits. As preparation for these tasks, Professor Laurie Santos reveals misconceptions about happiness, annoying features of the mind that lead us to think the way we do, and the research that can help us change. You will ultimately be prepared to successfully incorporate a specific wellness activity into your life.

THE SCIENCE OF WELL BEING WAS PRODUCED IN PART DUE TO THE GENEROUS FUNDING OF THE DAVID F. SWENSEN FUND FOR INNOVATION IN TEACHING.
",Coursera,https://wbwaterdata.org/uploads/group/2020-07-12-145545.029739230-2307146transparent-yale-university-logo-hd-png-download.png,Yes
