title,organization,course_certificate_type,course_duration,ratings,reviews_count,level,course_url,students_count,course_skills,course_summary,description,platform,course_img,paid,Type,Prerequisites,domain,instructor,lectures_count
The Creative HTML5 & CSS3 Course - Build Awesome Websites,N/A,N/A,13 total hours,Rating: 4.6 out of 5,1091 reviews,Beginner,https://www.udemy.com/course/the-creative-html5-css3-course-build-awesome-websites/,"5,140 students",N/A,N/A,"Learn HTML5 and CSS3 by creating 3 amazing, well designed and animated websites from scratch!",Udemy,https://img-b.udemycdn.com/course/240x135/3014898_c2e1_3.jpg,Yes,N/A,N/A,N/A,"Dev Ed, Maxine Tillman",77 lectures
Oracle Analytic Functions In-Depth & Advanced Oracle SQL,N/A,N/A,9.5 total hours,Rating: 4.5 out of 5,1090 reviews,Expert,https://www.udemy.com/course/oracle-analytic-functions-in-depth/,"7,024 students",N/A,N/A,"Move your skills in SQL to another level by using Oracle Analytic functions + Advanced SQL, All the scripts are attached",Udemy,https://img-b.udemycdn.com/course/240x135/1757576_8b8d.jpg,Yes,N/A,N/A,N/A,Khaled Alkhudari,85 lectures
Advanced Object Oriented Analysis of Hard Problems using UML,N/A,N/A,9.5 total hours,Rating: 4.3 out of 5,1085 reviews,All Levels,https://www.udemy.com/course/advanced-object-oriented-analysis-of-hard-problems/,"10,595 students",N/A,N/A,Take your software and business analysis skills to completely new levels with advanced UML conceptual modelling.,Udemy,https://img-b.udemycdn.com/course/240x135/77732_3f57_15.jpg,Yes,N/A,N/A,N/A,Per Emanuelsson,80 lectures
Unreal Engine 5 C++ Multiplayer Shooter,N/A,N/A,65 total hours,Rating: 4.8 out of 5,1083 reviews,All Levels,https://www.udemy.com/course/unreal-engine-5-cpp-multiplayer-shooter/,"10,292 students",N/A,N/A,"Create a fast-paced, competitive multiplayer shooter in Unreal Engine 5 using C++!",Udemy,https://img-b.udemycdn.com/course/240x135/4603936_b13a.jpg,Yes,N/A,N/A,N/A,Stephen Ulibarri,244 lectures
Docker: A Project-Based Approach to Learning,N/A,N/A,4.5 total hours,Rating: 4.6 out of 5,1082 reviews,All Levels,https://www.udemy.com/course/docker-tutorial/,"8,428 students",N/A,N/A,Learn how to manage Docker hosts and Docker containers through project-based training.,Udemy,https://img-b.udemycdn.com/course/240x135/2469322_66a1_5.jpg,Yes,N/A,N/A,N/A,Jason Cannon,35 lectures
Selenium WebDriver with C# from Scratch - Nunit Framework,N/A,N/A,10 total hours,Rating: 4.5 out of 5,1078 reviews,All Levels,https://www.udemy.com/course/selenium-webdriver-with-csharp-nunit/,"5,698 students",N/A,N/A,BRAND NEW COURSE - Become expert level Selenium C# Engineer and learn how to implement Automation framework from Scratch,Udemy,https://img-b.udemycdn.com/course/240x135/4257456_06c6_3.jpg,Yes,N/A,N/A,N/A,Rahul Shetty,59 lectures
Database Management Systems Part 3 : SQL Interview Course,N/A,N/A,10 total hours,Rating: 4.5 out of 5,1075 reviews,All Levels,https://www.udemy.com/course/sql-interview-preparation-course/,"3,940 students",N/A,N/A,Learn SQL from scratch as SQL is widely used in IT / Computer Science / Software Field,Udemy,https://img-b.udemycdn.com/course/240x135/2339828_0c65_2.jpg,Yes,N/A,N/A,N/A,Vignesh Sekar,53 lectures
Python for Beginners - Go from Java to Python in 100 Steps,N/A,N/A,8 total hours,Rating: 4.5 out of 5,1074 reviews,All Levels,https://www.udemy.com/course/learn-python-programming-for-java-programmers/,"5,420 students",N/A,N/A,Learn Python Programming using Your Java Skills.  For Beginner Python Programmers.,Udemy,https://img-b.udemycdn.com/course/240x135/1772174_9e88_5.jpg,Yes,N/A,N/A,N/A,in28Minutes Official,103 lectures
HTML Email Mastery - Build Responsive HTML Email Templates,N/A,N/A,3.5 total hours,Rating: 4.5 out of 5,1073 reviews,All Levels,https://www.udemy.com/course/html-email/,"3,121 students",N/A,N/A,Learn how to Build Responsive Dark Mode Friendly HTML Email Templates tested on 82+ email clients including Outlook.,Udemy,https://img-b.udemycdn.com/course/240x135/3490754_9284.jpg,Yes,N/A,N/A,N/A,Drew Ryan,33 lectures
JavaScript Interview Prep: Practice Problems,N/A,N/A,4 total hours,Rating: 4.7 out of 5,1072 reviews,All Levels,https://www.udemy.com/course/javascript-interview-prep/,"13,427 students",N/A,N/A,Ace your next JavaScript coding interview by doing practice questions.  Learn important javascript skills & concepts.,Udemy,https://img-b.udemycdn.com/course/240x135/1493228_a57c_3.jpg,Yes,N/A,N/A,N/A,Eric Traub,122 lectures
Appium Mobile Automation - Android & iOS + Frameworks + CICD,N/A,N/A,41 total hours,Rating: 4.6 out of 5,1071 reviews,All Levels,https://www.udemy.com/course/the-complete-appium-course-for-ios-and-android/,"8,136 students",N/A,N/A,"[Latest v1.22] Master Appium, Design Production Ready Frameworks, Implement CI/CD & Become Mobile Test Automation Expert",Udemy,https://img-b.udemycdn.com/course/240x135/3180534_c80d_2.jpg,Yes,N/A,N/A,N/A,Omprakash Chavan,170 lectures
Learn Flutter and Dart to create Android and IOS apps,N/A,N/A,10 total hours,Rating: 4.3 out of 5,1070 reviews,Beginner,https://www.udemy.com/course/learn-flutter-in-30-days/,"116,897 students",N/A,N/A,Learn to create Awesome Mobile Apps using Flutter and Dart,Udemy,https://img-b.udemycdn.com/course/240x135/3740200_cf22_2.jpg,Yes,N/A,N/A,N/A,"Code Warriors, Snehal Singh",30 lectures
Mastering TypeScript - 2022 Edition,N/A,N/A,10.5 total hours,Rating: 4.8 out of 5,1069 reviews,Beginner,https://www.udemy.com/course/learn-typescript/,"8,631 students",N/A,N/A,Learn the world's fastest growing programming language from scratch. Includes Webpack & React!,Udemy,https://img-b.udemycdn.com/course/240x135/4724938_ab3d_3.jpg,Yes,N/A,N/A,N/A,Colt Steele,142 lectures
Python for Data Science and Machine Learning beginners,N/A,N/A,7.5 total hours,Rating: 4.0 out of 5,1069 reviews,Beginner,https://www.udemy.com/course/python-for-data-science-and-machine-learning-beginners/,"16,041 students",N/A,N/A,"A Complete Machine learning Bootcamp learn Numpy, Pandas, Matplotlib, Stats, Plotly , EDA , Scikit-learn and more!",Udemy,https://img-b.udemycdn.com/course/240x135/3109842_21cf_2.jpg,Yes,N/A,N/A,N/A,Jay Bhatt,64 lectures
Design Patterns for Game Programming,N/A,N/A,9 total hours,Rating: 4.5 out of 5,1069 reviews,Beginner,https://www.udemy.com/course/design-patterns-for-game-programming/,"10,314 students",N/A,N/A,An exploration of robust modularised code building for games with Unity 2019 and C#.,Udemy,https://img-b.udemycdn.com/course/240x135/2348756_ef2c.jpg,Yes,N/A,N/A,N/A,"Penny de Byl, Penny @Holistic3D.com",38 lectures
SVG & CSS Animation - Using HTML & CSS,N/A,N/A,1.5 total hours,Rating: 4.1 out of 5,1067 reviews,Beginner,https://www.udemy.com/course/svg-animation/,"10,176 students",N/A,N/A,Learn the fundamentals of creating SVG animations in the browser using HTML & CSS.,Udemy,https://img-b.udemycdn.com/course/240x135/447734_9b64_3.jpg,Yes,N/A,N/A,N/A,code withsam,24 lectures
Build Undetectable Malware Using C Language: Ethical Hacking,N/A,N/A,3 total hours,Rating: 4.3 out of 5,1067 reviews,Expert,https://www.udemy.com/course/build-undetectable-malware-using-c-language-ethical-hacking/,"39,800 students",N/A,N/A,In This Advance Ethical Hacking Course You Will Learn How To Create Your Own Penetration Testing Tool With C Programming,Udemy,https://img-b.udemycdn.com/course/240x135/2484784_b66e.jpg,Yes,N/A,N/A,N/A,"Aleksa Tamburkovski, Joe Parys",23 lectures
Understanding NPM - Node.js Package Manager,N/A,N/A,2.5 total hours,Rating: 4.7 out of 5,1060 reviews,All Levels,https://www.udemy.com/course/understanding-npm/,"20,877 students",N/A,N/A,"Understand and practice NPM. Learn how to use NPM in Node.js, how to install NPM packages, how to configure NPM scripts.",Udemy,https://img-b.udemycdn.com/course/240x135/1869566_f54d_5.jpg,Yes,N/A,N/A,N/A,"Bogdan Stashchuk | Software Engineer, MBA, PhD",41 lectures
Machine Learning & Data Science A-Z: Hands-on Python 2022,N/A,N/A,14.5 total hours,Rating: 4.5 out of 5,1060 reviews,All Levels,https://www.udemy.com/course/data-science-machine-learning-a-z-hands-on-python/,"68,696 students",N/A,N/A,"Learn NumPy, Pandas, Matplotlib, Seaborn, Scikit-learn, Scipy and develop Machine Learning Models in Python",Udemy,https://img-b.udemycdn.com/course/240x135/3849284_5194.jpg,Yes,N/A,N/A,N/A,Navid Shirzadi,75 lectures
MLOps Fundamentals: CI/CD/CT Pipelines of ML with Azure Demo,N/A,N/A,3 total hours,Rating: 4.2 out of 5,1057 reviews,All Levels,https://www.udemy.com/course/mlops-course/,"5,305 students",N/A,N/A,MLOps fundamentals of Continuous Integration & Continuous Delivery (CI/CD) using Azure DevOps & Azure Machine Learning,Udemy,https://img-b.udemycdn.com/course/240x135/4025834_a5de.jpg,Yes,N/A,N/A,N/A,J Garg - Real Time Learning,35 lectures
Learn To Create WordPress Themes By Building 10 Projects,N/A,N/A,14.5 total hours,Rating: 4.8 out of 5,1057 reviews,All Levels,https://www.udemy.com/course/learn-to-create-wordpress-themes-by-building-10-projects/,"15,022 students",N/A,N/A,Master the craft of WordPress theme development by creating project based themes,Udemy,https://img-b.udemycdn.com/course/240x135/857162_aa15_3.jpg,Yes,N/A,N/A,N/A,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix",84 lectures
Learn Restful Api's with Asp.Net Core 5.0 2022,N/A,N/A,4.5 total hours,Rating: 4.1 out of 5,1056 reviews,All Levels,https://www.udemy.com/course/learn-restful-apis-with-aspnet-core-5/,"3,850 students",N/A,N/A,"Learn to build Secure Real World Cinema RESTful Api's with Asp.Net Core , Entity Framework Core and C#",Udemy,https://img-b.udemycdn.com/course/240x135/3237225_65b8.jpg,Yes,N/A,N/A,N/A,Asfend Yar Hamid,83 lectures
C# Advanced Topics - The Next Logical Step,N/A,N/A,3 total hours,Rating: 4.3 out of 5,1055 reviews,Intermediate,https://www.udemy.com/course/csharp-advanced-topics-the-linq-lambda-delegates-events/,"6,629 students",N/A,N/A,"Learn advanced topics of the C# language like LINQ, Lambda, Extension Methods, Generics, Delegates, Events and more!",Udemy,https://img-b.udemycdn.com/course/240x135/1524804_62cb.jpg,Yes,N/A,N/A,N/A,Tod Vachev,43 lectures
React Styled Components Course (V5),N/A,N/A,3 total hours,Rating: 4.6 out of 5,1055 reviews,All Levels,https://www.udemy.com/course/styled-components-tutorial-and-project-course/,"4,809 students",N/A,N/A,Step by Step Learn Styled-Components,Udemy,https://img-b.udemycdn.com/course/240x135/2309396_6593_3.jpg,Yes,N/A,N/A,N/A,John Smilga,42 lectures
Asynchronous JavaScript,N/A,N/A,4.5 total hours,Rating: 4.4 out of 5,1054 reviews,All Levels,https://www.udemy.com/course/asynchronous-javascript/,"6,425 students",N/A,N/A,"Become an expert in Asynchronous JavaScript, Callbacks, Promises, Async/Await, Generators & The Event Loop",Udemy,https://img-b.udemycdn.com/course/240x135/1705248_a6d3.jpg,Yes,N/A,N/A,N/A,Asim Hussain,51 lectures
"Build Realtime Apps | React Js, Golang & RethinkDB",N/A,N/A,3 total hours,Rating: 4.4 out of 5,1054 reviews,All Levels,https://www.udemy.com/course/realtime-apps-with-reactjs-golang-rethinkdb/,"7,228 students",N/A,N/A,"A practical guide that teaches you ReactJs, Golang & RethinkDB. Optimally paced, no-nonsense. You'll learn quickly!",Udemy,https://img-b.udemycdn.com/course/240x135/745306_a792.jpg,Yes,N/A,N/A,N/A,James Moore,48 lectures
Data Structures & Algorithms - JavaScript,N/A,N/A,7 total hours,Rating: 4.8 out of 5,1050 reviews,All Levels,https://www.udemy.com/course/data-structures-algorithms-javascript/,"5,856 students",N/A,N/A,Implement DSA for Cracking the Coding Interview with Animated Examples for an Advanced Learning Experience,Udemy,https://img-b.udemycdn.com/course/240x135/3406816_0ea7_4.jpg,Yes,N/A,N/A,N/A,Scott Barrett,102 lectures
Complete Angular Developer in 2022: Zero to Mastery,N/A,N/A,27.5 total hours,Rating: 4.6 out of 5,1049 reviews,All Levels,https://www.udemy.com/course/complete-angular-developer-zero-to-mastery/,"9,034 students",N/A,N/A,Get job ready with Angular! Master the latest version of Angular and learn to build large scale apps that set you apart,Udemy,https://img-b.udemycdn.com/course/240x135/4403121_33c8_4.jpg,Yes,N/A,N/A,N/A,"Andrei Neagoie, Luis Ramirez Jr, Zero To Mastery",322 lectures
Django Masterclass : Build 5 Real World Django Projects,N/A,N/A,18 total hours,Rating: 4.4 out of 5,1049 reviews,All Levels,https://www.udemy.com/course/django-course/,"5,973 students",N/A,N/A,"Learn Django from scratch, build an E-commerce store, web based PDF generators, web crawlers, APIs using Python & Django",Udemy,https://img-b.udemycdn.com/course/240x135/2243250_f8ef_7.jpg,Yes,N/A,N/A,N/A,Ashutosh Pawar,153 lectures
Three.js and TypeScript,N/A,N/A,9.5 total hours,Rating: 4.5 out of 5,1047 reviews,Beginner,https://www.udemy.com/course/threejs-tutorials/,"7,759 students",N/A,N/A,"Learn Threejs, TypeScript and NodeJS to create interactive 3D content on the web.",Udemy,https://img-b.udemycdn.com/course/240x135/2796030_d9a1_2.jpg,Yes,N/A,N/A,N/A,Sean Bradley,78 lectures
A Beginners Guide to Advanced JavaScript & ES6 - ES2017,N/A,N/A,5 total hours,Rating: 4.6 out of 5,1047 reviews,Intermediate,https://www.udemy.com/course/advanced-javascript-course/,"3,685 students",N/A,N/A,"Learn tough topics like: 'this', scope, 'new' , hoisting, ES6, & More! Take your JS knowledge to the next level!",Udemy,https://img-b.udemycdn.com/course/240x135/1333932_cf88_2.jpg,Yes,N/A,N/A,N/A,Brandon Morelli,72 lectures
Symfony API Platform with React Full Stack Masterclass,N/A,N/A,19.5 total hours,Rating: 4.6 out of 5,1046 reviews,All Levels,https://www.udemy.com/course/symfony-api-platform-reactjs-full-stack-masterclass/,"6,580 students",N/A,N/A,Learn how to make a robust REST API in Symfony using API Platform and create a React SPA application,Udemy,https://img-b.udemycdn.com/course/240x135/1693392_356e_7.jpg,Yes,N/A,N/A,N/A,"Piotr Jura | 35,000+ Enrollments",223 lectures
"Coding for Entrepreneurs: Learn Python, Django, and More.",N/A,N/A,45 total hours,Rating: 4.7 out of 5,1046 reviews,All Levels,https://www.udemy.com/course/coding-for-entrepreneurs/,"24,684 students",N/A,N/A,"A Programming Class for Non-Technical Founder(s). Learn Django- the #1 Python Frameworks, APIs, HTML, CSS,  + Payments.",Udemy,https://img-b.udemycdn.com/course/240x135/47963_16fd_8.jpg,Yes,N/A,N/A,N/A,Justin Mitchel,251 lectures
Unity & C# - Build A Complete 2D Mobile Platformer Game,N/A,N/A,19.5 total hours,Rating: 4.6 out of 5,1046 reviews,All Levels,https://www.udemy.com/course/unity-2d-course-build-a-mobile-platformer-game-from-scratch/,"20,812 students",N/A,N/A,Learn How to Develop a Complete 2D Mobile Platformer Game in Unity C# From Start to Launch in Google Play Store,Udemy,https://img-b.udemycdn.com/course/240x135/829288_47a5_13.jpg,Yes,N/A,N/A,N/A,"AbleAppsDev ., Joe Parys Support, Joe Parys",139 lectures
Autonomous Cars: Deep Learning and Computer Vision in Python,N/A,N/A,13 total hours,Rating: 4.6 out of 5,1044 reviews,All Levels,https://www.udemy.com/course/autonomous-cars-deep-learning-and-computer-vision-in-python/,"9,674 students",N/A,N/A,"Learn OpenCV, Keras, object and lane detection, and traffic sign classification for self-driving cars",Udemy,https://img-b.udemycdn.com/course/240x135/1909224_6446.jpg,Yes,N/A,N/A,N/A,"Sundog Education by Frank Kane, Frank Kane, Dr. Ryan Ahmed, Ph.D., MBA, Mitchell Bouchard, Sundog Education Team",93 lectures
Salesforce Integration With External Systems,N/A,N/A,10 total hours,Rating: 4.6 out of 5,1044 reviews,Intermediate,https://www.udemy.com/course/salesforce-integration-with-external-systems/,"9,492 students",N/A,N/A,Learn about Salesforce integration API (SOAP | REST | Batch | Streaming | Outbound Messaging | Callouts) to connect,Udemy,https://img-b.udemycdn.com/course/240x135/3475510_202d_8.jpg,Yes,N/A,N/A,N/A,Deepika Khanna,75 lectures
Machine Learning and AI: Support Vector Machines in Python,N/A,N/A,9 total hours,Rating: 4.9 out of 5,1043 reviews,Expert,https://www.udemy.com/course/support-vector-machines-in-python/,"23,016 students",N/A,N/A,Artificial Intelligence and Data Science Algorithms in Python for Classification and Regression,Udemy,https://img-b.udemycdn.com/course/240x135/2020688_733c_2.jpg,Yes,N/A,N/A,N/A,Lazy Programmer Inc.,73 lectures
Unity Tech Art: Realistic Lighting For Game Development,N/A,N/A,11 total hours,Rating: 4.8 out of 5,1042 reviews,Beginner,https://www.udemy.com/course/lighting-in-unity/,"8,866 students",N/A,N/A,Learn AAA cinematic tech art techniques in the Unity game engine (Global Illumination and Shader Graph),Udemy,https://img-b.udemycdn.com/course/240x135/1629362_05ac_6.jpg,Yes,N/A,N/A,N/A,"Wilmer Lin, Rick Davidson",64 lectures
Learn MATLAB and Simulink Programming,N/A,N/A,7 total hours,Rating: 4.7 out of 5,1041 reviews,All Levels,https://www.udemy.com/course/learn-matlab-and-simulink-programming/,"6,614 students",N/A,N/A,Master MATLAB Programming fundamentals and Simulink to increase your number crunching abilities.,Udemy,https://img-b.udemycdn.com/course/240x135/1365482_21c1.jpg,Yes,N/A,N/A,N/A,Jordan Christman,76 lectures
How To Make A Wordpress Website - Divi Theme Tutorial,N/A,N/A,3.5 total hours,Rating: 4.6 out of 5,1040 reviews,Beginner,https://www.udemy.com/course/how-to-make-a-wordpress-website-2018-divi-theme-tutorial/,"19,934 students",N/A,N/A,Learn How To Create A Wordpress Website Step By Step In This Wordpress Website Tutorial! With The Divi Theme!,Udemy,https://img-b.udemycdn.com/course/240x135/1510954_48fa.jpg,Yes,N/A,N/A,N/A,Darrel Wilson,22 lectures
Deep Reinforcement Learning 2.0,N/A,N/A,9.5 total hours,Rating: 4.8 out of 5,1040 reviews,Beginner,https://www.udemy.com/course/deep-reinforcement-learning/,"8,977 students",N/A,N/A,"The smartest combination of Deep Q-Learning, Policy Gradient, Actor Critic, and DDPG",Udemy,https://img-b.udemycdn.com/course/240x135/2346944_406d.jpg,Yes,N/A,N/A,N/A,"Hadelin de Ponteves, Ligency I Team, Ligency Team",63 lectures
JavaScript Game Development: Create Your Own Breakout Game,N/A,N/A,2 total hours,Rating: 4.6 out of 5,1038 reviews,All Levels,https://www.udemy.com/course/javascript-game-development-create-your-own-breakout-game/,"26,740 students",N/A,N/A,Take your JavaScript learning experience to the next level and start building interactive games.,Udemy,https://img-b.udemycdn.com/course/240x135/763774_326a.jpg,Yes,N/A,N/A,N/A,Komar Academy,26 lectures
The Complete SAP Workflow Training (2021),N/A,N/A,6 total hours,Rating: 4.1 out of 5,1038 reviews,Intermediate,https://www.udemy.com/course/sap-workflow-training-sap-workflow-tutorial/,"7,084 students",N/A,N/A,The only course you need to become an SAP Workflow Expert !,Udemy,https://img-b.udemycdn.com/course/240x135/2938198_136e_8.jpg,Yes,N/A,N/A,N/A,Artur Paziewski,29 lectures
Computer Science 101 - Computers & Programming for Beginners,N/A,N/A,1 total hour,Rating: 4.5 out of 5,1037 reviews,Beginner,https://www.udemy.com/course/computer-science-101-computers-programming-for-beginners/,"3,520 students",N/A,N/A,"Understand the basic concepts behind Computers, Computer Science, Programming and Programming Languages",Udemy,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",Yes,N/A,N/A,N/A,"Timothy Meixner, Johannes Ruof",36 lectures
Learn To Create A Roguelike Game In Unity,N/A,N/A,19.5 total hours,Rating: 4.8 out of 5,1037 reviews,All Levels,https://www.udemy.com/course/unityroguelike/,"6,704 students",N/A,N/A,Game development made easy. Learn C# using Unity and create your very own classic RPG!,Udemy,https://img-b.udemycdn.com/course/240x135/2600670_0d93.jpg,Yes,N/A,N/A,N/A,James Doyle,124 lectures
Java Programming Masterclass: Learn Java From Scratch,N/A,N/A,16.5 total hours,Rating: 4.5 out of 5,1034 reviews,Beginner,https://www.udemy.com/course/java-programming-course/,"46,957 students",N/A,N/A,"Java Programming For Beginners, Learn Java From Scratch, Become A Java Developer Learning Java Right From The Basics.",Udemy,https://img-b.udemycdn.com/course/240x135/2767688_a5d0_5.jpg,Yes,N/A,N/A,N/A,Ashutosh Pawar,162 lectures
"Learn Data Science Deep Learning, Machine Learning NLP & R",N/A,N/A,70.5 total hours,Rating: 4.3 out of 5,1033 reviews,All Levels,https://www.udemy.com/course/learn-data-science-deep-learning-machine-learning-nlp-r/,"5,877 students",N/A,N/A,"Learn Data Science, Deep Learning, Machine Learning, Natural Language Processing, R and Python Language with libraries",Udemy,https://img-b.udemycdn.com/course/240x135/3334910_47ea_3.jpg,Yes,N/A,N/A,N/A,Cinnamon TechX,624 lectures
"What's New in C#7, C#8, C#9 and C#10",N/A,N/A,5 total hours,Rating: 4.4 out of 5,1028 reviews,Beginner,https://www.udemy.com/course/csharp7-whats-new/,"9,697 students",N/A,N/A,"Learn about latest features of C#7, C#8, C#9 and C#10",Udemy,https://img-b.udemycdn.com/course/240x135/1146400_0393_5.jpg,Yes,N/A,N/A,N/A,Dmitri Nesteruk,41 lectures
Statistics & Mathematics for Data Science & Data Analytics,N/A,N/A,11.5 total hours,Rating: 4.6 out of 5,1027 reviews,Beginner,https://www.udemy.com/course/statistics-for-data-science-data-analytics/,"5,851 students",N/A,N/A,Learn the statistics & probability for data science and business analysis,Udemy,https://img-b.udemycdn.com/course/240x135/3627350_c89c_4.jpg,Yes,N/A,N/A,N/A,Nikolai Schuler,91 lectures
Adobe Experience Manager 6.5 - Build Websites and Components,N/A,N/A,4 total hours,Rating: 4.2 out of 5,1025 reviews,All Levels,https://www.udemy.com/course/adobe-experience-manager-65/,"6,211 students",N/A,N/A,Build and Apply AEM elements to master components and websites!,Udemy,https://img-b.udemycdn.com/course/240x135/3614898_9b0b_4.jpg,Yes,N/A,N/A,N/A,Jasvinder Singh Bhatia,64 lectures
Angular Advanced MasterClass & FREE E-Book,N/A,N/A,7 total hours,Rating: 4.3 out of 5,1020 reviews,Intermediate,https://www.udemy.com/course/angular-advanced-masterclass/,"8,883 students",N/A,N/A,"Build Your Own Library,  Learn Advanced Angular Features",Udemy,https://img-b.udemycdn.com/course/240x135/1204590_1120.jpg,Yes,N/A,N/A,N/A,Angular University,77 lectures
Domain Driven Design & Microservices for Architects,N/A,N/A,12.5 total hours,Rating: 4.6 out of 5,1020 reviews,All Levels,https://www.udemy.com/course/domain-driven-design-and-microservices/,"9,991 students",N/A,N/A,Learn how to build Microservices applications starting with business analysis and domain driven design,Udemy,https://img-b.udemycdn.com/course/240x135/3990068_6722_13.jpg,Yes,N/A,N/A,N/A,Rajeev Sakhuja,115 lectures
Programming the Arduino - Getting Started,N/A,N/A,7 total hours,Rating: 4.6 out of 5,1020 reviews,Beginner,https://www.udemy.com/course/arduino-programming-for-beginners/,"6,209 students",N/A,N/A,"Learn Arduino Programming step by step, and become more confident to write Arduino programs that rock !",Udemy,https://img-b.udemycdn.com/course/240x135/1646098_542b_3.jpg,Yes,N/A,N/A,N/A,Edouard Renard,79 lectures
A Gentle Introduction To ASP.NET  For Beginners,N/A,N/A,34 total hours,Rating: 4.6 out of 5,1019 reviews,Beginner,https://www.udemy.com/course/a-gentle-introduction-to-aspnet-web-forms-for-beginners/,"5,547 students",N/A,N/A,"A First Step to Creating Dynamic Websites Using Web Forms , MVC , Razor Pages and  Blazor",Udemy,https://img-b.udemycdn.com/course/240x135/1780798_1bfc.jpg,Yes,N/A,N/A,N/A,Charlie Chiarelli,159 lectures
Bootstrap 4 Beginners: Code a Responsive Landing Page,N/A,N/A,3.5 total hours,Rating: 4.4 out of 5,1018 reviews,All Levels,https://www.udemy.com/course/bootstrap-4-beginners-code-a-responsive-landing-page/,"4,897 students",N/A,N/A,"Learn how to code a fully responsive professional landing page in bootstrap 4, from scratch, using HTML & CSS",Udemy,https://img-b.udemycdn.com/course/240x135/723878_c4fd_2.jpg,Yes,N/A,N/A,N/A,Andy Clarke,48 lectures
Complete Next.js with React & Node - Beautiful Portfolio App,N/A,N/A,70 total hours,Rating: 4.7 out of 5,1017 reviews,All Levels,https://www.udemy.com/course/awesome-nextjs-with-react-and-node-amazing-portfolio-app/,"8,738 students",N/A,N/A,"Build Serverless Web Apps with Next.js. Learn Hooks. Deploy to Vercel. Next.js (Next JS 10+), React (React 16+) & Node.",Udemy,https://img-b.udemycdn.com/course/240x135/2000856_bce7_4.jpg,Yes,N/A,N/A,N/A,"Filip Jerga, Eincode by Filip Jerga",448 lectures
"Modern Android app using Kotlin, MVVM, Dagger2, RxJava &more",N/A,N/A,3 total hours,Rating: 4.0 out of 5,1017 reviews,All Levels,https://www.udemy.com/course/modernandroid/,"3,483 students",N/A,N/A,"Learn the latest Android technologies including Dagger2, MVVM, Kotlin, RxJava, Retrofit, Mockito and Glide",Udemy,https://img-b.udemycdn.com/course/240x135/2320594_42c5_4.jpg,Yes,N/A,N/A,N/A,Catalin Stefan,30 lectures
Deep Learning :Adv. Computer Vision (object detection+more!),N/A,N/A,7.5 total hours,Rating: 4.1 out of 5,1017 reviews,Intermediate,https://www.udemy.com/course/advanced-computer-vision-transfer-learning-with-tensorflow/,"23,896 students",N/A,N/A,"Transfer Learning, TensorFlow Object detection, Classification, Yolo object detection, real time projects much more..!!",Udemy,https://img-b.udemycdn.com/course/240x135/3385580_2fc5_7.jpg,Yes,N/A,N/A,N/A,Jay Bhatt,34 lectures
jQuery for Beginners - Create Website Animations Easily,N/A,N/A,3 total hours,Rating: 4.5 out of 5,1016 reviews,All Levels,https://www.udemy.com/course/jquery-for-beginners-fundamentals-training-tutorial-course/,"6,310 students",N/A,N/A,jQuery for Beginners : Learn this Javascript Framework to add animations easily and fast to any website.,Udemy,https://img-b.udemycdn.com/course/240x135/452684_61fb_4.jpg,Yes,N/A,N/A,N/A,"Edwin Diaz, Coding Faculty Solutions",29 lectures
ASP.NET CORE WEB API | The Complete Guide,N/A,N/A,6.5 total hours,Rating: 4.4 out of 5,1015 reviews,All Levels,https://www.udemy.com/course/the-complete-guide-to-aspnet-web-api/,"25,996 students",N/A,N/A,"Learn to build fast and secure web applications with .NET Core Web API - The highest rated course with 25,000+ students!",Udemy,"data:image/svg+xml,%3Csvg xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 260 145""%3E%3C/svg%3E",Yes,N/A,N/A,N/A,Ervis Trupja,76 lectures
React and Flux Web Development for Beginners,N/A,N/A,11 total hours,Rating: 4.1 out of 5,1012 reviews,Beginner,https://www.udemy.com/course/react-flux/,"9,454 students",N/A,N/A,The comprehensive guide to building professional web apps with Facebook's React & Flux,Udemy,https://img-b.udemycdn.com/course/240x135/671552_28d2_4.jpg,Yes,N/A,N/A,N/A,"Mark Wahlbeck, Devslopes by Mark Wahlbeck",62 lectures
Build Microservices with .NET & Amazon Web Services,N/A,N/A,12.5 total hours,Rating: 4.5 out of 5,1012 reviews,All Levels,https://www.udemy.com/course/build-microservices-with-aspnet-core-amazon-web-services/,"6,087 students",N/A,N/A,"Event-Driven Microservices with .NET and AWS, Lambda, API Gateway, Kafka, RabbitMQ, etc.",Udemy,https://img-b.udemycdn.com/course/240x135/2080118_8bbf_7.jpg,Yes,N/A,N/A,N/A,Aref Karimi,76 lectures
Data Warehouse Developer-SQL Server/ETL/SSIS/SSAS/SSRS/T-SQL,N/A,N/A,8 total hours,Rating: 4.2 out of 5,1011 reviews,Beginner,https://www.udemy.com/course/data-warehouse-developer-sql-serveretlssisssasssrst-sql/,"22,784 students",N/A,N/A,Develop and Implement a Data Warehouse  Solution  Step by step,Udemy,https://img-b.udemycdn.com/course/240x135/3901412_7bb4.jpg,Yes,N/A,N/A,N/A,Bluelime Learning Solutions,83 lectures
